Espanol;Positivo;Negativo;Enojo;Anticipacion;Desagrado;Miedo;Alegria;Tristeza;Sorpresa;Confianza
antipatia;0;1;1;0;1;0;0;0;0;0
anticuario;0;0;0;0;0;0;0;0;0;0
anticuado;0;1;0;0;0;0;0;0;0;0
antiguo;1;0;0;0;0;0;0;0;0;0
antiguedad;0;0;0;0;0;0;0;0;0;0
antiseptico;1;0;0;0;0;0;0;0;0;1
antisocial;0;1;1;0;1;1;0;1;0;0
antitesis;0;1;1;0;0;0;0;0;0;0
antitetico;0;0;0;0;0;0;0;0;0;0
antivirulento;0;0;0;0;0;0;0;0;0;0
cuerno;0;0;0;0;0;0;0;0;0;0
yunque;0;0;0;0;0;0;0;0;0;0
ansiedad;0;1;1;1;0;1;0;1;0;0
ansioso;0;1;0;1;0;1;0;0;0;0
aorta;0;0;0;0;0;0;0;0;0;0
rapidamente;0;0;0;0;0;0;0;0;0;0
apache;0;1;0;0;0;1;0;0;0;0
apartamento;0;0;0;0;0;0;0;0;0;0
apatico;0;1;0;0;0;0;0;1;0;0
apatia;0;1;0;0;0;0;0;1;0;0
mono;0;0;0;0;0;0;0;0;0;0
abertura;0;0;0;0;0;0;0;0;0;0
apendice;0;0;0;0;0;0;0;0;0;0
afido;0;1;0;0;1;0;0;0;0;0
una pieza;0;0;0;0;0;0;0;0;0;0
aplomo;1;0;0;0;0;0;0;0;0;0
apocaliptico;0;0;0;0;0;0;0;0;0;0
apologetico;1;0;0;0;0;0;0;0;0;1
apologista;0;0;0;0;0;0;0;0;0;0
pedir disculpas;1;0;0;0;0;0;0;1;0;1
disculpa;1;0;0;0;0;0;0;0;0;0
apostasia;0;0;0;0;0;0;0;0;0;0
apostata;0;0;0;0;0;0;0;0;0;0
apostol;1;0;0;0;0;0;0;0;0;1
apostolico;0;0;0;0;0;0;0;0;0;1
apostrofe;0;0;0;0;0;0;0;0;0;0
pesimo;0;1;0;0;1;1;0;0;0;0
aparato;0;0;0;0;0;0;0;0;0;0
vestir;0;0;0;0;0;0;0;0;0;0
aparentemente;0;0;0;0;0;0;0;0;0;0
aparicion;0;0;0;0;0;1;0;0;1;0
apelacion;0;0;0;1;0;0;0;0;0;0
apariencia;0;0;0;0;0;0;0;0;0;0
apaciguar;0;0;0;0;0;0;0;0;0;0
apelante;0;0;0;0;0;0;0;0;0;0
adjuntar;0;0;0;0;0;0;0;0;0;0
apendice;0;0;0;0;0;0;0;0;0;0
apendicitis;0;1;0;0;0;1;0;1;0;0
apendice;0;0;0;0;0;0;0;0;0;0
apetito;0;0;0;0;0;0;0;0;0;0
aperitivo;0;0;0;0;0;0;0;0;0;0
aplausos;1;0;0;0;0;0;1;0;1;1
manzana;0;0;0;0;0;0;0;0;0;0
aparato;0;0;0;0;0;0;0;0;0;0
accesorios;0;0;0;0;0;0;0;0;0;0
aplicabilidad;0;0;0;0;0;0;0;0;0;0
aplicable;0;0;0;0;0;0;0;0;0;0
solicitante;0;0;0;1;0;0;0;0;0;0
solicitud;0;0;0;0;0;0;0;0;0;0
aplicar;0;0;0;0;0;0;0;0;0;0
nombrar;0;0;0;0;0;0;0;0;0;0
cita;0;0;0;0;0;0;0;0;0;0
equipo;0;0;0;0;0;0;0;0;0;0
prorratear;0;0;0;0;0;0;0;0;0;0
prorrateo;0;0;0;0;0;0;0;0;0;0
evaluar;0;0;0;0;0;0;0;0;0;0
apreciable;0;0;0;0;0;0;0;0;0;0
apreciacion;1;0;0;0;0;0;1;0;0;1
aprehender;0;0;0;0;0;1;0;0;0;0
detencion;0;1;0;0;0;1;0;0;0;0
aprensivo;0;1;0;1;0;1;0;0;0;0
aprendiz;0;0;0;0;0;0;0;0;0;1
aprendizaje;0;0;0;0;0;0;0;0;0;0
enfoque;0;0;0;0;0;0;0;0;0;0
que se acerca;0;0;0;1;0;0;0;0;0;0
aprobacion;1;0;0;0;0;0;0;0;0;1
apropiacion;0;1;0;0;0;0;0;0;0;0
aprobacion;1;0;0;0;0;0;0;0;0;0
aprobar;1;0;0;0;0;0;1;0;0;1
aprobatorio;1;0;0;0;0;0;0;0;0;0
aproximado;0;0;0;0;0;0;0;0;0;0
aproximadamente;0;0;0;0;0;0;0;0;0;0
aproximandose;0;0;0;0;0;0;0;0;0;0
aproximacion;0;0;0;0;0;0;0;0;0;0
anexidades;0;0;0;0;0;0;0;0;0;0
delantal;0;0;0;0;0;0;0;0;0;0
apto;1;0;0;0;0;0;0;0;0;0
aptitud;1;0;0;0;0;0;0;0;0;0
agua;0;0;0;0;0;0;0;0;0;0
aguamarina;0;0;0;0;0;0;0;0;0;0
acuario;0;0;0;0;0;0;0;0;0;0
acuatico;0;0;0;0;0;0;0;0;0;0
acueducto;0;0;0;0;0;0;0;0;0;0
acuoso;0;0;0;0;0;0;0;0;0;0
cultivable;0;0;0;0;0;0;0;0;0;0
arbitro;0;0;0;0;0;0;0;0;0;1
arbitrar;0;0;0;0;0;0;0;0;0;0
arbitraje;0;0;0;1;0;0;0;0;0;0
arbitro;0;0;0;0;0;0;0;0;0;1
cenador;0;0;0;0;0;0;0;0;0;0
arco;0;0;0;0;0;0;0;0;0;0
arcada;0;0;0;0;0;0;0;0;0;0
arco;0;0;0;0;0;0;0;0;0;0
arqueologico;0;0;0;0;0;0;0;0;0;0
arqueologo;0;0;0;0;0;0;0;0;0;0
arqueologia;1;0;0;1;0;0;0;0;0;0
arcaico;0;1;0;0;0;0;0;0;0;0
arzobispo;0;0;0;0;0;0;0;0;0;0
arqueado;0;0;0;0;0;0;0;0;0;0
arquero;0;0;0;0;0;0;0;0;0;0
tiro al arco;0;0;0;0;0;0;0;0;0;0
arquetipo;0;0;0;0;0;0;0;0;0;0
archipielago;0;0;0;0;0;0;0;0;0;0
arquitecto;0;0;0;0;0;0;0;0;0;0
arquitectura;0;0;0;0;0;0;0;0;0;1
archivo;0;0;0;0;0;0;0;0;0;0
artico;0;0;0;0;0;0;0;0;0;0
ardiente;1;0;0;1;0;0;1;0;0;0
ardor;1;0;0;0;0;0;0;0;0;0
arduo;0;1;0;0;0;0;0;0;0;0
zona;0;0;0;0;0;0;0;0;0;0
arena;0;0;0;0;0;0;0;0;0;0
areola;0;0;0;0;0;0;0;0;0;0
discutir;0;1;1;0;0;0;0;0;0;0
argumento;0;1;1;0;0;0;0;0;0;0
argumentacion;0;0;1;0;0;0;0;0;0;0
discutidor;0;1;0;0;0;0;0;0;0;0
argumentos;0;0;1;0;0;0;0;0;0;0
arido;0;1;0;0;0;0;0;1;0;0
aristocracia;1;0;0;0;0;0;0;0;0;0
aristocrata;0;0;0;0;0;0;0;0;0;0
aristocratico;1;0;0;0;0;0;0;0;0;0
aritmetica;0;0;0;0;0;0;0;0;0;0
arca;0;0;0;0;0;0;0;0;0;0
brazo;0;0;0;0;0;0;0;0;0;0
armada;0;0;0;0;0;0;0;0;0;0
armamento;0;0;1;0;0;1;0;0;0;0
armamento;0;1;0;0;0;1;0;0;0;0
armadura;0;0;0;0;0;0;0;0;0;0
armado;1;1;1;0;0;1;0;0;0;0
armadura;1;0;0;0;0;1;0;0;0;1
blindado;0;0;0;0;0;1;0;0;0;0
arsenal;0;0;0;0;0;0;0;0;0;1
brazos;0;0;0;0;0;0;0;0;0;0
Ejercito;0;0;0;0;0;0;0;0;0;0
aroma;1;0;0;0;0;0;0;0;0;0
excitacion;0;0;0;0;0;0;0;0;0;0
despertar;1;0;0;1;0;0;0;0;0;0
acusacion;0;1;1;0;0;1;0;1;0;0
organizar;0;0;0;0;0;0;0;0;0;0
arreglado;0;0;0;0;0;0;0;0;0;0
arreglo;0;0;0;0;0;0;0;0;0;0
formacion;1;0;0;0;0;0;0;0;0;0
atrasos;0;1;0;0;0;0;0;0;0;0
arrestar;0;1;0;0;0;0;0;0;0;0
llegada;0;0;0;1;0;0;0;0;0;0
llegar;0;0;0;1;0;0;0;0;0;0
arrogancia;0;1;0;0;0;0;0;0;0;0
arrogante;0;1;1;0;1;0;0;0;0;0
flecha;0;0;0;0;0;0;0;0;0;0
arsenal;0;0;0;0;0;0;0;0;0;0
arsenico;0;1;0;0;1;1;0;1;0;0
incendio provocado;0;1;1;0;0;1;0;0;0;0
art;1;0;0;1;0;0;1;1;1;0
arteria;0;0;0;0;0;0;0;0;0;0
ingenioso;0;0;0;0;0;0;0;0;0;0
artropodo;0;0;0;0;0;0;0;0;0;0
alcachofa;0;0;0;0;0;0;0;0;0;0
articulo;0;0;0;0;0;0;0;0;0;0
articulos;0;0;0;0;0;0;0;0;0;0
articular;1;0;0;0;0;0;0;0;0;0
articulacion;1;0;0;0;0;0;0;0;0;0
artificio;0;0;0;0;0;0;0;0;0;0
artilleria;0;1;0;0;0;1;0;0;0;0
artesano;1;0;0;0;0;0;0;0;0;0
artista;0;0;0;0;0;0;0;0;0;0
artistico;1;0;0;0;0;0;0;0;0;0
artistas;0;0;0;0;0;0;0;0;0;0
ascender;0;0;0;0;0;0;0;0;0;0
ascendencia;1;0;0;0;0;0;0;0;0;0
ascension;0;0;0;0;0;0;0;0;0;0
ascenso;1;0;0;0;0;0;0;0;0;0
cerciorarse;0;0;0;0;0;0;0;0;0;0
averiguado;0;0;0;0;0;0;0;0;0;0
ascetico;0;0;0;0;0;0;0;0;0;0
ceniza;0;1;0;0;0;0;0;0;0;0
avergonzado;0;1;0;0;1;0;0;1;0;0
despojos mortales;0;1;0;0;0;0;0;1;0;0
dormido;0;0;0;0;0;0;0;0;0;0
aspid;0;0;0;0;0;1;0;0;0;0
aspartamo;0;0;0;0;0;0;0;0;0;0
aspecto;0;0;0;0;0;0;0;0;0;0
aspectos;0;0;0;0;0;0;0;0;0;0
asfalto;0;0;0;0;0;0;0;0;0;0
aspiracion;1;0;0;1;0;0;1;0;1;1
aspirar;1;0;0;1;0;0;1;0;0;0
ambicioso;1;0;0;1;0;0;1;0;0;1
culo;0;1;0;0;0;0;0;0;0;0
atacar;0;1;1;0;0;1;0;0;1;0
agresor;0;1;1;0;0;1;0;1;0;0
asesino;0;1;1;0;0;1;0;1;0;0
asesinar;0;1;1;0;0;1;0;0;0;0
asesinato;0;1;1;0;0;1;0;1;0;0
asalto;0;1;1;0;0;1;0;0;0;0
ensayo;0;0;0;0;0;0;0;0;0;0
montaje;0;0;0;0;0;0;0;0;0;0
armar;0;0;0;0;0;0;0;0;0;0
ensamblado;0;0;0;0;0;0;0;0;0;0
montaje;1;0;0;0;0;0;0;0;0;1
asentir;1;0;0;0;0;0;0;0;0;0
afirmar;0;0;0;0;0;0;0;0;0;0
afirmando;1;0;0;0;0;0;0;0;0;1
afirmacion;0;0;0;0;0;0;0;0;0;0
evaluar;0;0;0;0;0;0;0;0;0;0
evaluacion;0;0;0;0;0;0;0;0;1;1
asesor;0;0;0;0;0;0;0;0;0;1
bienes;1;0;0;0;0;0;0;0;0;0
Estupido;0;1;1;0;1;0;0;0;0;0
asignar;0;0;0;0;0;0;0;0;0;0
cesionario;0;0;0;0;0;0;0;0;0;1
asignacion;0;0;0;0;0;0;0;0;0;0
asimilar;0;0;0;0;0;0;0;0;0;0
asimilacion;0;0;0;0;0;0;0;0;0;0
ayudar;1;0;0;0;0;0;0;0;0;1
asistencia;1;0;0;0;0;0;0;0;0;0
asistente;0;0;0;0;0;0;0;0;0;0
asociar;1;0;0;0;0;0;0;0;0;1
asociacion;0;0;0;0;0;0;0;0;0;1
clasificado;0;0;0;0;0;0;0;0;0;0
surtido;0;0;0;0;0;0;0;0;0;0
calmar;1;0;0;0;0;0;0;0;0;0
ficticio;0;0;0;0;0;0;0;0;0;0
asumiendo;0;0;0;0;0;0;0;0;0;0
suposicion;0;0;0;0;0;0;0;0;0;0
garantia;1;0;0;0;0;0;0;0;0;1
asegurar;0;0;0;0;0;0;0;0;0;1
seguro;1;0;0;0;0;0;0;0;0;1
ciertamente;0;0;0;0;0;0;0;0;0;1
asterisco;0;0;0;0;0;0;0;0;0;0
asteroides;0;0;0;0;0;0;0;0;0;0
astigmatismo;0;0;0;0;0;0;0;0;0;0
asombro;1;0;0;0;0;0;1;0;1;0
astral;0;0;0;0;0;0;0;0;0;0
por mal camino;0;1;0;0;0;1;0;0;0;0
astringente;0;1;0;0;0;0;0;0;0;0
astrologo;1;0;0;1;0;0;0;0;0;0
astrologia;0;0;0;0;0;0;0;0;0;0
astronauta;1;0;0;0;0;0;0;0;0;0
astronomo;1;0;0;1;0;0;0;0;0;0
astronomia;0;0;0;0;0;0;0;0;0;0
astuto;1;0;0;0;0;0;0;0;0;0
en pedazos;0;0;0;0;0;0;0;0;0;0
asilo;0;1;0;0;0;1;0;0;0;0
asimetrico;0;0;0;0;0;0;0;0;0;0
asimetria;0;0;0;0;1;0;0;0;0;0
asintotico;0;0;0;0;0;0;0;0;0;0
taller;0;0;0;0;0;0;0;0;0;0
ateismo;0;1;0;0;0;0;0;0;0;0
ateo;0;0;0;0;0;0;0;0;0;0
ateo;0;0;0;0;0;0;0;0;0;0
aterosclerosis;0;1;0;0;0;1;0;1;0;0
atleta;1;0;0;0;0;0;0;0;0;0
atletico;1;0;0;0;0;0;0;0;0;0
atletismo;0;0;0;0;0;0;0;0;0;0
atletismo;0;0;0;0;0;0;0;0;0;0
atlas;0;0;0;0;0;0;0;0;0;0
atmosfera;0;0;0;0;0;0;0;0;0;0
atmosferico;0;0;0;0;0;0;0;0;0;0
atolon;0;0;0;0;0;0;0;0;0;0
atomo;1;0;0;0;0;0;0;0;0;0
atomico;0;0;0;0;0;0;0;0;0;0
expiar;1;0;0;1;0;0;1;0;0;1
expiacion;1;0;0;0;0;0;0;0;0;0
atrio;0;0;0;0;0;0;0;0;0;0
atroz;0;1;1;0;1;0;0;0;0;0
atrocidad;0;1;1;0;1;1;0;1;0;0
atrofia;0;1;0;0;1;1;0;1;0;0
adjuntar;0;0;0;0;0;0;0;0;0;0
adjunto archivo;1;0;0;0;0;0;0;0;0;0
ataque;0;1;1;0;0;1;0;0;0;0
agresor;0;1;1;0;1;1;0;1;1;0
alcanzar;0;0;0;0;0;0;0;0;0;0
alcanzable;1;0;0;1;0;0;0;0;0;0
logro;1;0;0;0;0;0;0;0;0;0
intento;0;0;0;1;0;0;0;0;0;0
asistencia;0;0;0;1;0;0;0;0;0;0
asistente;1;0;0;0;0;0;0;0;0;1
atencion;1;0;0;0;0;0;0;0;0;0
atento;1;0;0;0;0;0;0;0;0;1
atenuar;0;0;0;0;0;0;0;0;0;0
atenuado;0;1;0;0;0;0;0;0;0;0
atenuacion;0;1;0;0;0;0;0;1;0;0
dar fe;1;0;0;0;0;0;0;0;0;1
atestacion;0;0;0;0;0;0;0;0;0;1
atico;0;0;0;0;0;0;0;0;0;0
atuendo;0;0;0;0;0;0;0;0;0;0
actitud;0;0;0;0;0;0;0;0;0;0
abogado;1;0;1;0;0;1;0;0;0;1
atraccion;1;0;0;0;0;0;0;0;0;0
atractivo;1;0;0;0;0;0;0;0;0;0
atribuible;0;0;0;0;0;0;0;0;0;0
atributo;0;0;0;0;0;0;0;0;0;0
atribucion;0;0;0;0;0;0;0;0;0;0
desgaste;0;0;0;0;0;0;0;0;0;0
castano;0;0;0;0;0;0;0;0;0;0
subasta;0;0;0;1;0;0;0;0;0;0
subastador;0;0;0;0;0;0;0;0;0;0
audaz;0;0;0;0;0;0;0;0;0;0
audacia;0;1;0;0;0;0;0;0;0;0
audible;0;0;0;0;0;0;0;0;0;0
audiencia;0;0;0;1;0;0;0;0;0;0
auditoria;0;0;0;0;0;0;0;0;0;0
audicion;0;0;0;0;0;0;0;0;0;0
auditor;0;0;0;0;0;1;0;0;0;1
sala;0;0;0;0;0;0;0;0;0;0
auditivo;0;0;0;0;0;0;0;0;0;0
algo;0;0;0;0;0;0;0;0;0;0
aumentar;1;0;0;0;0;0;0;0;0;0
aumento;0;0;0;0;0;0;0;0;0;0
agosto;1;0;0;0;0;0;0;0;0;0
tia;1;0;0;0;0;0;0;0;0;1
aura;1;0;0;0;0;0;0;0;0;0
Aurora;0;0;0;0;0;0;0;0;0;0
auspicios;0;0;0;0;0;0;0;0;0;0
propicio;1;0;0;1;0;0;1;0;0;0
austero;0;1;0;0;0;1;0;1;0;0
austeridad;0;1;0;0;0;0;0;0;0;0
autentico;1;0;0;0;0;0;1;0;0;1
autenticar;0;0;0;0;0;0;0;0;0;1
autenticacion;0;0;0;0;0;0;0;0;0;1
autenticidad;1;0;0;0;0;0;0;0;0;1
autor;1;0;0;0;0;0;0;0;0;1
autoritario;1;0;0;0;0;0;0;0;0;1
autoridad;1;0;0;0;0;0;0;0;0;1
autorizacion;1;0;0;0;0;0;0;0;0;1
autorizar;0;0;0;0;0;0;0;0;0;1
autorizado;1;0;0;0;0;0;0;0;0;0
paternidad literaria;0;0;0;0;0;0;0;0;0;0
auto;0;0;0;0;0;0;0;0;0;0
autobiografia;0;0;0;0;0;0;0;0;0;0
autocratico;0;1;0;0;0;0;0;0;0;0
autografo;0;0;0;0;0;0;0;0;0;0
automatico;0;0;0;0;0;0;0;0;0;1
automovil;0;0;0;0;0;0;0;0;0;0
autonomia;0;0;0;0;0;0;0;0;0;0
autopsia;0;1;0;0;1;1;0;1;0;0
otono;0;0;0;0;0;0;0;0;0;0
auxiliar;0;0;0;0;0;0;0;0;0;0
aprovechar;0;0;0;0;0;0;0;0;0;0
avalancha;0;1;0;0;0;1;0;1;1;0
avaricia;0;1;1;0;1;0;0;0;0;0
avatar;1;0;0;0;0;0;0;0;0;0
vengador;0;1;1;0;0;0;0;0;0;0
avenida;0;0;0;0;0;0;0;0;0;0
promedio;0;0;0;0;0;0;0;0;0;0
contrario;0;1;1;0;1;1;0;0;0;0
aversion;0;1;1;0;1;1;0;0;0;0
evitar;0;0;0;0;0;0;0;0;0;0
pajarera;0;0;0;0;0;0;0;0;0;0
aviacion;0;0;0;0;0;0;0;0;0;0
aviador;0;0;0;0;0;0;0;0;0;0
avido;0;0;0;0;0;0;0;0;0;0
aguacate;0;0;0;0;0;0;0;0;0;0
evitar;0;1;0;0;0;1;0;0;0;0
evitacion;0;1;0;0;0;1;0;0;0;0
evitar;0;0;0;0;0;1;0;0;0;0
esperar;0;0;0;1;0;0;0;0;0;0
despierto;0;0;0;0;0;0;0;0;0;0
despertar;0;0;0;0;0;0;0;0;0;0
premio;1;0;0;1;0;0;1;0;1;1
horrible;0;1;1;0;1;1;0;1;0;0
torpeza;0;1;0;0;1;0;0;0;0;0
toldo;0;0;0;0;0;0;0;0;0;0
torcido;0;1;0;0;0;0;0;0;0;0
axial;0;0;0;0;0;0;0;0;0;0
axioma;0;0;0;0;0;0;0;0;0;1
axiomatico;0;0;0;0;0;0;0;0;0;1
eje;0;0;0;0;0;0;0;0;0;0
eje;0;0;0;0;0;0;0;0;0;0
si;1;0;0;0;0;0;0;0;0;0
si;1;0;0;0;0;0;0;0;0;0
azimut;0;0;0;0;0;0;0;0;0;0
azur;0;0;0;0;0;0;0;0;0;0
balbucear;0;1;0;0;0;0;0;0;0;0
balbuceo;0;1;0;0;0;0;0;0;0;0
babuino;0;1;0;0;1;0;0;0;0;0
bebe;1;0;0;0;0;0;1;0;0;0
ninera;0;0;0;0;0;0;0;0;0;1
bachillerato;1;0;0;0;0;0;0;0;0;0
bacara;0;0;0;0;0;0;0;0;0;0
soltero;0;0;0;0;0;0;0;0;0;0
espalda;0;0;0;0;0;0;0;0;0;0
columna vertebral;1;0;1;0;0;0;0;0;0;1
partidario;0;0;0;0;0;0;0;0;0;1
petardeo;0;0;0;0;0;0;0;0;0;0
chaquete;0;0;0;0;0;0;0;0;0;0
fondo;0;0;0;0;0;0;0;0;0;0
retroexcavadora;0;0;0;0;0;0;0;0;0;0
mochilero;0;0;0;0;0;0;0;0;0;0
volver hacia atras;0;0;0;0;0;0;0;0;0;0
hacia atras;0;1;0;0;0;0;0;0;0;0
hacia atras;0;1;0;0;1;0;0;0;0;0
remanso;0;1;0;0;0;0;0;1;0;0
bacteria;0;1;0;0;1;1;0;1;0;0
malo;0;1;1;0;1;1;0;1;0;0
distintivo;0;0;0;0;0;0;0;0;0;1
tejon;0;1;1;0;0;0;0;0;0;0
mal;0;1;0;0;0;0;0;1;0;0
maldad;0;1;1;0;1;1;0;0;0;0
deflector;0;0;0;0;0;0;0;0;0;0
bolso;0;0;0;0;0;0;0;0;0;0
equipaje;0;0;0;0;0;0;0;0;0;0
holgado;0;0;0;0;0;0;0;0;0;0
gaita;0;0;0;0;0;0;0;0;0;0
fianza;0;0;0;0;0;0;0;0;0;0
alguacil;0;1;0;0;0;1;0;0;0;1
cebo;0;1;0;0;0;1;0;0;0;1
hornear;0;0;0;0;0;0;0;0;0;0
panaderia;0;0;0;0;0;0;0;0;0;0
horneando;0;0;0;0;0;0;0;0;0;0
equilibrar;1;0;0;0;0;0;0;0;0;0
equilibrado;1;0;0;0;0;0;0;0;0;0
balcon;0;0;0;0;0;0;0;0;0;0
calvo;0;0;0;0;0;0;0;0;0;0
bala;0;1;0;0;0;1;0;0;0;0
obstaculo;0;1;0;0;0;0;0;0;0;0
pelota;0;0;0;0;0;0;0;0;0;0
balada;1;0;0;0;0;0;0;0;0;0
lastre;0;0;0;0;0;0;0;0;0;0
ballet;1;0;0;0;0;0;0;0;0;0
globo;0;0;0;0;0;0;0;0;0;0
votacion;1;0;0;1;0;0;0;0;0;1
salon de baile;0;0;0;0;0;0;0;0;0;0
balsamo;1;1;0;1;0;0;1;0;0;0
balsamico;0;0;0;0;0;0;0;0;0;0
balsamo;1;0;0;0;0;0;0;0;0;0
balsamico;0;0;0;0;0;0;0;0;0;0
platano;0;0;0;0;0;0;0;0;0;0
banda;0;0;0;0;0;0;0;0;0;0
vendaje;0;0;0;0;0;0;0;0;0;0
bandido;0;1;0;0;0;0;0;0;0;0
carro;0;0;0;0;0;0;0;0;0;0
perdicion;0;1;1;0;1;1;0;0;0;0
explosion;0;1;1;0;1;1;0;1;1;0
petardo;0;1;1;1;0;1;0;0;1;0
desterrar;0;1;1;0;1;1;0;1;0;0
alejado;0;1;1;0;0;1;0;1;0;0
destierro;0;1;1;0;1;0;0;1;0;0
banjo;0;0;0;0;0;0;0;0;0;0
banco;0;0;0;0;0;0;0;0;0;1
banquero;0;0;0;0;0;0;0;0;0;1
arruinado;0;1;0;0;0;1;0;1;0;0
bancarrota;0;1;1;0;1;1;0;1;0;0
bandera;0;0;0;0;0;0;0;0;0;0
banquete;1;0;0;1;0;0;1;0;0;0
Banshee;0;1;1;0;1;1;0;1;0;0
broma;0;0;0;0;0;0;0;0;0;0
bautismo;1;0;0;0;0;0;0;0;0;0
bautismal;1;0;0;0;0;0;1;0;0;0
bar;0;0;0;0;0;0;0;0;0;0
lengueta;0;1;1;0;0;0;0;0;0;0
barbaro;0;1;0;0;0;1;0;0;0;0
barbaro;0;1;1;0;1;1;0;0;0;0
barbarie;0;1;0;0;0;0;0;0;0;0
parilla;0;0;0;0;0;0;0;0;0;0
mordaz;0;0;0;0;0;0;0;0;0;0
bardo;1;0;0;0;0;0;0;0;0;0
a pelo;0;0;0;0;0;0;0;0;0;0
descalzo;0;0;0;0;0;0;0;0;0;0
apenas;0;0;0;0;0;0;0;0;0;0
Barf;0;0;0;0;1;0;0;0;0;0
negociar;1;0;0;0;0;0;0;0;0;1
barcaza;0;0;0;0;0;0;0;0;0;0
baritono;0;0;0;0;0;0;0;0;0;0
ladrar;0;1;1;0;0;0;0;0;0;0
granero;0;0;0;0;0;0;0;0;0;0
barney;0;0;0;0;0;0;0;0;0;0
barometro;0;0;0;0;0;0;0;0;0;0
baron;0;0;0;0;0;0;0;0;0;0
barroco;0;0;0;0;0;0;0;0;0;0
barraca;0;0;0;0;0;0;0;0;0;0
prohibido;0;1;0;0;0;0;0;0;0;0
barril;0;0;0;0;0;0;0;0;0;0
esteril;0;1;0;0;0;0;0;1;0;0
barricada;0;1;0;0;0;1;0;0;0;0
barrera;0;1;1;0;0;0;0;0;0;0
excepto;0;0;0;0;0;0;0;0;0;0
abogado;0;0;0;0;0;0;0;0;0;0
carretilla;0;0;0;0;1;0;0;0;0;0
barman;0;0;0;0;0;0;0;0;0;1
permuta;0;0;0;0;0;0;0;0;0;1
base;0;0;0;0;0;0;0;0;0;1
beisbol;0;0;0;0;0;0;0;0;0;0
zocalo;0;0;0;0;0;0;0;0;0;0
infundado;0;1;0;0;0;0;0;0;0;0
sotano;0;0;0;0;0;0;0;0;0;0
basilica;0;0;0;0;0;0;0;0;0;0
cuenca;0;0;0;0;0;0;0;0;0;0
base;0;0;0;0;0;0;0;0;0;0
disfrutar;0;0;0;0;0;0;0;0;0;0
cesta;0;0;0;0;0;0;0;0;0;0
baloncesto;1;0;0;1;0;0;1;0;0;0
bajo;0;0;0;0;0;0;0;0;0;0
fagot;0;0;0;0;0;0;0;0;0;0
Bastardo;0;1;0;0;1;0;0;1;0;0
bastion;1;0;1;0;0;0;0;0;0;0
murcielago;0;0;0;0;0;0;0;0;0;0
lote;0;0;0;0;0;0;0;0;0;0
dosificacion;0;0;0;0;0;0;0;0;0;0
banera;1;0;0;0;0;0;0;0;0;0
banarse;0;0;0;0;0;0;0;0;0;0
bano;0;0;0;0;0;0;0;0;0;0
batimetria;0;0;0;0;0;0;0;0;0;0
batuta;0;0;0;0;0;0;0;0;0;0
batallon;0;0;1;0;0;0;0;0;0;0
masa;0;1;1;0;0;1;0;0;0;0
abollado;0;1;0;0;0;1;0;1;0;0
bateria;0;1;1;0;0;0;0;0;0;0
batalla;0;1;1;0;0;0;0;0;0;0
combatido;0;1;1;0;0;1;0;1;0;0
campo de batalla;0;1;0;0;0;1;0;0;0;0
obsceno;0;1;0;0;0;0;0;0;0;0
bayoneta;0;1;1;0;0;1;0;0;0;0
brazo pantanoso;0;0;0;0;0;0;0;0;0;0
bazar;0;0;0;0;0;0;0;0;0;0
playa;0;0;0;0;0;0;1;0;0;0
Faro;0;0;0;0;0;0;0;0;0;0
talon;0;0;0;0;0;0;0;0;0;0
cuentas;0;0;0;0;0;0;0;0;0;0
rosario;0;0;0;0;0;0;0;0;0;0
beagle;0;0;0;0;0;0;0;0;0;0
pico;0;0;0;0;0;0;0;0;0;0
cubilete;0;0;0;0;0;0;0;0;0;0
haz;1;0;0;0;0;0;1;0;0;0
radiante;1;0;0;1;0;0;1;0;0;0
oso;0;0;1;0;0;1;0;0;0;0
barba;0;0;0;0;0;0;0;0;0;0
barbado;0;0;0;0;0;0;0;0;0;0
portador;0;1;0;0;0;0;0;0;0;0
cojinete;0;0;0;0;0;0;0;0;0;0
aspectos;0;0;0;0;0;0;0;0;0;0
osuno;0;0;1;0;0;1;0;0;0;0
bestia;0;1;1;0;0;1;0;0;0;0
bestial;0;1;0;0;1;1;0;0;0;0
golpear;0;0;0;0;0;0;0;0;0;0
paliza;0;1;1;0;0;1;0;1;0;0
galan;0;0;0;0;0;0;0;0;0;0
embellecimiento;1;0;0;0;0;0;1;0;0;1
hermosa;1;0;0;0;0;0;1;0;0;0
embellecer;1;0;0;0;0;0;1;0;0;0
belleza;1;0;0;0;0;0;1;0;0;0
arroyo;0;0;0;0;0;0;0;0;0;0
llamar;0;0;0;0;0;0;0;0;0;0
cama;0;0;0;0;0;0;0;0;0;0
lecho;0;0;0;0;0;0;0;0;0;0
base;1;0;0;0;0;0;0;0;0;1
Cuarto;0;0;0;0;0;0;0;0;0;0
hora de acostarse;0;0;0;0;0;0;0;0;0;0
abeja;0;0;1;0;0;1;0;0;0;0
carne de vaca;0;0;0;0;0;0;0;0;0;0
Colmena;0;0;0;0;0;0;0;0;0;0
cerveza;1;0;0;0;0;0;1;0;0;0
cera de abejas;0;0;0;0;0;0;0;0;0;0
escarabajo;0;0;0;0;0;0;0;0;0;0
acontecer;0;1;0;0;0;0;0;0;0;0
propio;1;0;0;0;0;0;0;0;0;0
